Project,Subproject,Treatment,"Deployment Name","ID Type","Deployment ID","Sequence ID","Begin Time","End Time","Species Name","Common Name",Age,Sex,"Individually Identifiable",Count,"Actual Lat","Actual Lon",Fuzzed
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Givat Yearim Near 2",Researcher,d65063,d65063s14,2017-08-09T07:01:45,2017-08-09T07:02:35,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,31.7868,35.0931,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Givat Yearim Near 2",Researcher,d65063,d65063s2,2017-07-31T02:18:14,2017-07-31T02:18:17,"Unknown Canid","Unknown Canid",Unknown,Unknown,N,1,31.7868,35.0931,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Givat Yearim Near 2",Researcher,d65063,d65063s3,2017-07-31T06:55:41,2017-07-31T06:55:46,"Homo sapiens","Human non-staff",Unknown,Unknown,N,1,31.7868,35.0931,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Givat Yearim Near 2",Researcher,d65063,d65063s4,2017-07-31T07:03:50,2017-07-31T07:03:55,"Homo sapiens","Human non-staff",Unknown,Unknown,N,1,31.7868,35.0931,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Givat Yearim Near 2",Researcher,d65063,d65063s5,2017-08-01T03:31:28,2017-08-01T03:31:47,"Felis catus","Domestic Cat",Unknown,Unknown,N,1,31.7868,35.0931,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Givat Yearim Near 2",Researcher,d65063,d65063s6,2017-08-01T22:04:04,2017-08-01T22:04:08,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,31.7868,35.0931,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Givat Yearim Near 2",Researcher,d65063,d65063s7,2017-08-03T07:22:57,2017-08-03T07:23:01,"No Animal","No Animal",Unknown,Unknown,N,1,31.7868,35.0931,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Givat Yearim Near 2",Researcher,d65063,d65063s8,2017-08-03T08:42:17,2017-08-03T08:42:21,"No Animal","No Animal",Unknown,Unknown,N,1,31.7868,35.0931,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Givat Yearim Near 2",Researcher,d65063,d65063s9,2017-08-03T08:48:26,2017-08-03T08:48:30,"Homo sapiens","Human non-staff",Unknown,Unknown,N,1,31.7868,35.0931,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Givat Yearim Near 2",Researcher,d65063,d65063s1,2017-07-29T10:23:11,2017-07-29T10:23:24,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,31.7868,35.0931,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Givat Yearim Near 2",Researcher,d65063,d65063s2,2017-07-31T02:18:14,2017-07-31T02:18:17,"Unknown Canid","Unknown Canid",Unknown,Unknown,N,1,31.7868,35.0931,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Givat Yearim Near 2",Researcher,d65063,d65063s3,2017-07-31T06:55:41,2017-07-31T06:55:46,"Homo sapiens","Human non-staff",Unknown,Unknown,N,1,31.7868,35.0931,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s1,2017-12-22T13:59:58,2017-12-22T13:59:59,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s10,2017-12-25T09:27:23,2017-12-25T09:27:23,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s11,2017-12-25T09:47:44,2017-12-25T09:47:44,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s12,2017-12-25T10:34:52,2017-12-25T10:34:52,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s13,2017-12-25T10:36:36,2017-12-25T10:36:36,"Sus scrofa","Wild Boar",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s14,2017-12-25T15:26:47,2017-12-25T15:26:47,"No Animal","No Animal",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s15,2017-12-26T04:49:23,2017-12-26T04:49:23,"Sus scrofa","Wild Boar",Unknown,Unknown,N,2,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s16,2017-12-26T07:08:23,2017-12-26T07:08:50,"Sus scrofa","Wild Boar",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s17,2017-12-26T19:50:50,2017-12-26T19:50:50,"No Animal","No Animal",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s18,2017-12-27T10:25:21,2017-12-27T10:25:21,"No Animal","No Animal",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s19,2017-12-28T06:38:19,2017-12-28T06:38:19,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s2,2017-12-22T18:39:51,2017-12-22T18:40:18,"Sus scrofa","Wild Boar",Unknown,Unknown,N,2,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s20,2017-12-28T09:20:06,2017-12-28T09:20:06,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s21,2017-12-29T07:26:14,2017-12-29T07:26:14,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s22,2017-12-29T08:09:25,2017-12-29T08:09:25,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s23,2017-12-29T11:26:28,2017-12-29T11:26:28,"Garrulus glandarius","Eurasian Jay",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s24,2017-12-29T14:14:58,2017-12-29T14:15:21,"Sus scrofa","Wild Boar",Unknown,Unknown,N,2,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s25,2017-12-29T16:06:19,2017-12-29T16:06:19,"Sus scrofa","Wild Boar",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s26,2017-12-29T18:55:29,2017-12-29T18:55:29,"No Animal","No Animal",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s27,2017-12-31T06:40:25,2017-12-31T06:40:25,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s28,2017-12-31T22:10:32,2017-12-31T22:10:32,"No Animal","No Animal",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s29,2018-01-01T08:13:38,2018-01-01T08:13:38,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s3,2017-12-23T07:07:16,2017-12-23T07:07:16,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s30,2018-01-01T19:14:40,2018-01-01T19:14:40,"Erinaceus concolor","Southern White-breasted Hedgehog",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s31,2018-01-01T19:34:57,2018-01-01T19:34:57,"No Animal","No Animal",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s32,2018-01-02T08:52:23,2018-01-02T08:52:23,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s33,2018-01-02T11:00:05,2018-01-02T11:00:05,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s34,2018-01-02T11:01:35,2018-01-02T11:01:35,"Sus scrofa","Wild Boar",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s4,2017-12-23T08:56:49,2017-12-23T08:56:49,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s5,2017-12-23T09:18:03,2017-12-23T09:18:03,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s6,2017-12-24T07:59:15,2017-12-24T07:59:15,"No Animal","No Animal",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s7,2017-12-24T08:41:20,2017-12-24T08:41:20,"Bos taurus","Domestic Cow",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s8,2017-12-24T13:30:20,2017-12-24T13:30:20,"Sus scrofa","Wild Boar",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Planted_Conifer_Forests_Galilee_T2,"Hamaarag_Planted_Conifer_Forests_Galilee_T2:Conifer Plantation","T2_Zuriel KKL Plantings 2",Researcher,d65180,d65180s9,2017-12-25T00:17:33,2017-12-25T00:17:33,"No Animal","No Animal",Unknown,Unknown,N,1,33.00954,35.31366,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s1,2018-12-08T10:11:17,2018-12-08T10:11:17,"No Animal","No Animal",Unknown,Unknown,N,1,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s10,2018-12-11T19:47:52,2018-12-11T19:47:54,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s11,2018-12-12T01:15:16,2018-12-12T01:15:17,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s12,2018-12-13T08:05:02,2018-12-13T08:05:03,"Streptopelia decaocto","Eurasian Collared Dove",Unknown,Unknown,N,1,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s13,2018-12-13T08:08:25,2018-12-13T08:08:56,"Streptopelia decaocto","Eurasian Collared Dove",Unknown,Unknown,N,4,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s14,2018-12-14T18:27:40,2018-12-14T18:27:41,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s15,2018-12-14T21:10:39,2018-12-14T21:10:40,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s16,2018-12-15T00:21:00,2018-12-15T00:21:01,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s17,2018-12-17T07:37:40,2018-12-17T07:37:41,"Alectoris chukar",Chukar,Unknown,Unknown,N,1,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s18,2018-12-17T15:37:42,2018-12-17T15:37:43,"Alectoris chukar",Chukar,Unknown,Unknown,N,2,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s19,2018-12-18T01:49:28,2018-12-18T01:49:29,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s2,2018-12-09T11:49:13,2018-12-09T11:49:20,"Alectoris chukar",Chukar,Unknown,Unknown,N,1,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s20,2018-12-18T09:09:50,2018-12-18T09:09:50,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s3,2018-12-09T11:53:25,2018-12-09T11:53:38,"Alectoris chukar",Chukar,Unknown,Unknown,N,5,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s4,2018-12-09T11:54:48,2018-12-09T11:54:55,"Alectoris chukar",Chukar,Unknown,Unknown,N,1,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s5,2018-12-09T11:56:24,2018-12-09T11:56:53,"Alectoris chukar",Chukar,Unknown,Unknown,N,4,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s6,2018-12-09T11:58:05,2018-12-09T11:58:18,"Alectoris chukar",Chukar,Unknown,Unknown,N,3,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s7,2018-12-09T23:15:35,2018-12-09T23:15:36,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s8,2018-12-10T04:45:24,2018-12-10T04:45:35,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 4",Researcher,d65335,d65335s9,2018-12-11T01:36:14,2018-12-11T01:36:15,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,31.37651,34.82792,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 2",Researcher,d65333,d65333s1,2018-12-08T09:42:25,2018-12-08T09:42:25,"No Animal","No Animal",Unknown,Unknown,N,1,31.37516,34.82832,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 2",Researcher,d65333,d65333s10,2018-12-11T03:20:07,2018-12-11T03:20:25,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,31.37516,34.82832,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 2",Researcher,d65333,d65333s11,2018-12-11T11:10:04,2018-12-11T11:10:13,Vehicle,Vehicle,Unknown,Unknown,N,1,31.37516,34.82832,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 2",Researcher,d65333,d65333s12,2018-12-13T17:01:11,2018-12-13T17:01:12,Vehicle,Vehicle,Unknown,Unknown,N,1,31.37516,34.82832,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 2",Researcher,d65333,d65333s13,2018-12-14T23:03:33,2018-12-14T23:03:34,"Hystrix indica","Indian Crested Porcupine",Unknown,Unknown,N,1,31.37516,34.82832,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 2",Researcher,d65333,d65333s14,2018-12-18T09:10:24,2018-12-18T09:10:24,"No Animal","No Animal",Unknown,Unknown,N,1,31.37516,34.82832,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 2",Researcher,d65333,d65333s2,2018-12-08T10:10:50,2018-12-08T10:10:51,Vehicle,Vehicle,Unknown,Unknown,N,4,31.37516,34.82832,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 2",Researcher,d65333,d65333s3,2018-12-08T12:26:30,2018-12-08T12:26:31,Vehicle,Vehicle,Unknown,Unknown,N,1,31.37516,34.82832,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 2",Researcher,d65333,d65333s4,2018-12-08T13:20:43,2018-12-08T13:20:55,Vehicle,Vehicle,Unknown,Unknown,N,1,31.37516,34.82832,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 2",Researcher,d65333,d65333s5,2018-12-09T08:50:43,2018-12-09T08:50:43,Vehicle,Vehicle,Unknown,Unknown,N,1,31.37516,34.82832,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 2",Researcher,d65333,d65333s6,2018-12-09T22:03:34,2018-12-09T22:03:41,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,31.37516,34.82832,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 2",Researcher,d65333,d65333s7,2018-12-10T01:33:36,2018-12-10T01:33:37,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,31.37516,34.82832,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Lehavim Far 2",Researcher,d65333,d65333s8,2018-12-10T22:17:30,2018-12-10T22:17:42,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,31.37516,34.82832,False
