deployment_id,deployment_name,proposed_date_out,proposed_retrieval_date,actual_date_out,retrieval_date,proposed_lat,proposed_long,actual_lat,actual_long,fuzzed,project_id,project_name,sub_project_id,sub_project_name,sub_project_design,plot_name,plot_treatment,camera_failure_details,deployment_notes,bait_type,bait_description,feature,feature_type_methodology,image_resolution_setting,detection_distance,sensitivity_setting,quiet_period_setting,camera_id
"d64933","T2_Margaliot Far 7","","","2017-11-05","2017-11-13","","","33.20493","35.54407","False","p239","HaMaarag Project","sp1713","Hamaarag_Mediterranean Maquis_Galilee_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Galilee","","1","high","","12"
"d64934","T2_Margaliot Far 8","","","2017-11-04","2017-11-13","","","33.20515","35.54340","False","p239","HaMaarag Project","sp1713","Hamaarag_Mediterranean Maquis_Galilee_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Galilee","","5","high","","13A"
"d65212","T2_Ramat Hashofet KKL Plantings 7","","","2017-11-18","2017-12-01","","","32.61511","35.11402","False","p239","HaMaarag Project","sp1717","Hamaarag_Planted_Conifer_Forests_Carmel_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Carmel","","10","high","","25"
"d65214","T2_Ramat Hashofet KKL Plantings 9","","","2017-11-19","2017-12-01","","","32.61525","35.11505","False","p239","HaMaarag Project","sp1717","Hamaarag_Planted_Conifer_Forests_Carmel_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Carmel","","40","high","","35"
"d65240","T2_Ofer KKL Plantings 8","","","2017-11-08","2017-11-16","","","32.61105","34.96693","False","p239","HaMaarag Project","sp1717","Hamaarag_Planted_Conifer_Forests_Carmel_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Carmel","","10","high","","32"
"d65292","T2_Mirsham Near 6","","","2018-10-29","2018-11-08","","","31.48196","34.93116","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","30","high","","12"
"d65497","T2_Lotan Far 4","","","2000-01-01","2000-01-01","","","30.01387","35.08405","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Far","Camera Functioning","","No Bait","","Trail, game","Arid South","","20","high","","7"
"d65502","T2_Lotan Far 9","","","2019-01-21","2019-02-02","","","30.01749","35.08355","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Far","Camera Functioning","","No Bait","","Trail, game","Arid South","","10","high","","37"
"d65293","T2_Mirsham Near 7","","","2018-10-29","2018-11-08","","","31.48242","34.92984","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","17"
"d65499","T2_Lotan Far 6","","","2000-01-01","2000-01-01","","","30.01531","35.08382","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Far","Camera Functioning","","No Bait","","Trail, game","Arid South","","100","high","","19"
"d65492","T2_Lotan Near 8","","","2019-02-21","2019-03-05","","","29.97915","35.08433","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","","No Bait","","Trail, game","Arid South","","5","high","","33"
"d64931","T2_Margaliot Far 5","","","2017-11-04","2017-11-13","","","33.20427","35.54420","False","p239","HaMaarag Project","sp1713","Hamaarag_Mediterranean Maquis_Galilee_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Galilee","","5","high","","5A"
"d65488","T2_Lotan Near 4","","","2019-02-21","2019-03-05","","","29.98031","35.08414","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","","No Bait","","Trail, game","Arid South","","50","high","","16"
"d65553","T2_Yotveta Far 6","","","2018-10-08","2018-10-21","","","29.88462","35.03735","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Far","Camera Functioning","","No Bait","","Trail, game","Arid South","","15","high","","26"
"d65551","T2_Yotveta Far 4","","","2018-10-06","2018-10-22","","","29.88528","35.03780","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Far","Camera Functioning","","No Bait","","Trail, game","Arid South","","50","high","","25"
"d65296","T2_Mirsham Far 1","","","2018-10-29","2018-11-07","","","31.46342","34.90586","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","4"
"d65238","T2_Ofer KKL Plantings 6","","","2017-11-08","2017-11-17","","","32.61109","34.96976","False","p239","HaMaarag Project","sp1717","Hamaarag_Planted_Conifer_Forests_Carmel_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Carmel","","5","high","","26"
"d65235","T2_Ofer KKL Plantings 3","","","2017-11-07","2017-11-16","","","32.61218","34.97079","False","p239","HaMaarag Project","sp1717","Hamaarag_Planted_Conifer_Forests_Carmel_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Carmel","","5","high","","33"
"d65237","T2_Ofer KKL Plantings 5","","","2017-11-08","2017-11-16","","","32.61117","34.97050","False","p239","HaMaarag Project","sp1717","Hamaarag_Planted_Conifer_Forests_Carmel_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Carmel","","5","high","","12"
"d65290","T2_Mirsham Near 4","","","2018-10-29","2018-11-08","","","31.48078","34.93135","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","30","high","","19"
"d65302","T2_Mirsham Far 7","","","2018-10-29","2018-11-08","","","31.46393","34.90200","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","50","high","","2"
"d65236","T2_Ofer KKL Plantings 4","","","2017-11-07","2017-11-17","","","32.61177","34.97133","False","p239","HaMaarag Project","sp1717","Hamaarag_Planted_Conifer_Forests_Carmel_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Carmel","","5","high","","6"
"d65303","T2_Mirsham Far 8","","","2018-10-29","2018-11-05","","","31.46428","34.90144","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","6"
"d65301","T2_Mirsham Far 6","","","2018-10-29","2018-11-01","","","31.46370","34.90289","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","7"
"d65500","T2_Lotan Far 7","","","2019-02-21","2019-03-05","","","30.01595","35.08373","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Far","Camera Functioning","","No Bait","","Trail, game","Arid South","","15","high","","35"
"d65489","T2_Lotan Near 5","","","2019-02-21","2019-03-05","","","29.98043","35.08330","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","","No Bait","","Trail, game","Arid South","","30","high","","17"
"d65490","T2_Lotan Near 6","","","2019-02-22","2019-03-05","","","29.97980","35.08400","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","","No Bait","","Trail, game","Arid South","","15","high","","25"
"d65552","T2_Yotveta Far 5","","","2018-10-06","2018-10-24","","","29.88578","35.03777","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Far","Camera Functioning","","No Bait","","Trail, game","Arid South","","20","high","","24"
"d65287","T2_Mirsham Near 1","","","2018-10-29","2018-11-08","","","31.47920","34.92967","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","30","high","","13"
"d65486","T2_Lotan Near 2","","","2019-02-22","2019-03-06","","","29.98098","35.08427","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","","No Bait","","Trail, game","Arid South","","50","high","","14"
"d65501","T2_Lotan Far 8","","","2019-02-21","2019-03-05","","","30.01682","35.08358","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Far","Camera Functioning","","No Bait","","Trail, game","Arid South","","20","high","","24"
"d65213","T2_Ramat Hashofet KKL Plantings 8","","","2017-11-19","2017-11-30","","","32.61484","35.11441","False","p239","HaMaarag Project","sp1717","Hamaarag_Planted_Conifer_Forests_Carmel_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Carmel","","20","high","","18"
"d65485","T2_Lotan Near 1","","","2019-02-21","2019-03-05","","","29.98188","35.08408","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","","No Bait","","Trail, game","Arid South","","50","high","","12"
"d65241","T2_Ofer KKL Plantings 9","","","2016-11-07","2016-11-16","","","32.61319","34.96657","False","p239","HaMaarag Project","sp1717","Hamaarag_Planted_Conifer_Forests_Carmel_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Carmel","","5","high","","10"
"d65548","T2_Yotveta Far 1","","","2018-10-06","2018-10-24","","","29.88408","35.03946","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Far","Camera Functioning","","No Bait","","Trail, game","Arid South","","10","high","","21"
"d65498","T2_Lotan Far 5","","","2000-01-01","2000-01-01","","","30.01462","35.08399","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Far","Camera Functioning","","No Bait","","Trail, game","Arid South","","15","high","","13"
"d65555","T2_Yotveta Far 8","","","2018-10-06","2018-10-24","","","29.88381","35.03642","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Far","Camera Functioning","","No Bait","","Trail, game","Arid South","","50","high","","28"
"d65289","T2_Mirsham Near 3","","","2018-10-29","2018-11-03","","","31.47997","34.93074","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","16"
"d65291","T2_Mirsham Near 5","","","2018-10-29","2018-10-30","","","31.48170","34.93165","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","20","high","","18"
"d65288","T2_Mirsham Near 2","","","2018-11-01","2018-11-08","","","31.47932","34.93002","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","11"
"d65062","T2_Givat Yearim Near 1","","","2017-07-29","2017-08-09","","","31.78672","35.09384","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","2","high","","Ca06"
"d65306","T2_Lahav Near 2","","","2018-10-30","2018-11-10","","","31.38438","34.86286","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","15","high","","31"
"d65064","T2_Givat Yearim Near 3","","","2017-07-29","2017-08-09","","","31.78640","35.09520","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","ca35"
"d65309","T2_Lahav Near 5","","","2018-10-30","2018-11-10","","","31.38426","34.86448","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","35"
"d65063","T2_Givat Yearim Near 2","","","2017-07-29","2017-08-09","","","31.78680","35.09310","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","CA1"
"d65180","T2_Zuriel KKL Plantings 2","","","2017-12-22","2018-01-02","","","33.00954","35.31366","False","p239","HaMaarag Project","sp1718","Hamaarag_Planted_Conifer_Forests_Galilee_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Galilee","","5","high","","25"
"d65335","T2_Lehavim Far 4","","","2018-12-08","2018-12-18","","","31.37651","34.82792","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","16"
"d65333","T2_Lehavim Far 2","","","2018-12-08","2018-12-18","","","31.37516","34.82832","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","30","high","","15"
"d65315","T2_Lahav Far 2","","","2018-10-30","2018-11-10","","","31.37367","34.85773","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","26"
"d65338","T2_Lehavim Far 7","","","2018-12-08","2018-12-17","","","31.37899","34.82621","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","30","high","","19"
"d65329","T2_Lehavim Near 7","","","2018-12-08","2018-12-18","","","31.36343","34.82568","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","35"
"d65318","T2_Lahav Far 5","","","2018-10-30","2018-11-10","","","31.37359","34.85967","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","2","high","","25"
"d65320","T2_Lahav Far 7","","","2018-10-30","2018-11-10","","","31.37328","34.86086","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","2","high","","27"
"d65330","T2_Lehavim Near 8","","","2018-12-08","2018-12-18","","","31.36337","34.82652","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","38"
"d65317","T2_Lahav Far 4","","","2018-10-30","2018-11-09","","","31.37349","34.85916","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","2","high","","24"
"d65326","T2_Lehavim Near 4","","","2018-12-08","2018-12-18","","","31.36382","34.82309","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","34"
"d65324","T2_Lehavim Near 2","","","2018-12-08","2018-12-18","","","31.36450","34.82366","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","10","high","","37"
"d65336","T2_Lehavim Far 5","","","2018-12-08","2018-12-18","","","31.37775","34.82749","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","30","high","","17"
"d65310","T2_Lahav Near 6","","","2018-10-30","2018-11-10","","","31.38428","34.86510","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","36"
"d65322","T2_Lahav Far 9","","","2018-10-30","2018-11-10","","","31.37354","34.86180","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","22"
"d65323","T2_Lehavim Near 1","","","2018-12-08","2018-12-18","","","31.36518","34.82300","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","20","high","","33"
"d65332","T2_Lehavim Far 1","","","2018-12-08","2018-12-18","","","31.37475","34.82907","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","20","high","","11"
"d65327","T2_Lehavim Near 5","","","2018-12-08","2018-12-18","","","31.36346","34.82380","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","29"
"d65340","T2_Lehavim Far 9","","","2018-12-08","2018-12-18","","","31.37982","34.82774","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Far","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","5","high","","14"
"d65328","T2_Lehavim Near 6","","","2018-12-08","2018-12-18","","","31.36408","34.82494","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","50","high","","36"
"d64877","T2_Yavneel Far 5","","","2018-09-12","2018-09-22","","","32.67867","35.51051","False","p239","HaMaarag Project","sp1710","HaMaarag_Herbaceous_and_Dwarf-Shrub_Vegetation_T2","","Grassland","Far","Camera Functioning","","No Bait","","Trail, game","Herbaceous","","40","high","","10"
"d65381","T2_Yeruham Near 5","","","2017-01-01","2017-01-11","","","30.98524","34.91326","False","p239","HaMaarag Project","sp1716","Hamaarag_Negev_Highlands_T2","","Highland Desert","Near","Camera Functioning","","No Bait","","Trail, game","Negev Highlands","","5","high","","22"
"d65388","T2_Yeruham Far 3","","","2017-01-01","2017-01-12","","","30.97834","34.89407","False","p239","HaMaarag Project","sp1716","Hamaarag_Negev_Highlands_T2","","Highland Desert","Far","Camera Functioning","","No Bait","","Trail, game","Negev Highlands","","5","high","","7"
"d65556","T2_Yotveta Far 9","","","2018-10-06","2018-10-24","","","29.88290","35.03537","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Far","Camera Functioning","","No Bait","","Trail, game","Arid South","","30","high","","29"
"d65389","T2_Yeruham Far 4","","","2018-12-11","2018-12-22","","","30.97799","34.89449","False","p239","HaMaarag Project","sp1716","Hamaarag_Negev_Highlands_T2","","Highland Desert","Far","Camera Functioning","","No Bait","","Trail, game","Negev Highlands","","3","high","","16spni"
"d65391","T2_Yeruham Far 6","","","2017-01-01","2017-01-12","","","30.97694","34.89547","False","p239","HaMaarag Project","sp1716","Hamaarag_Negev_Highlands_T2","","Highland Desert","Far","Camera Functioning","","No Bait","","Trail, game","Negev Highlands","","10","high","","39"
"d65393","T2_Yeruham Far 8","","","2017-01-01","2017-01-12","","","30.97576","34.89582","False","p239","HaMaarag Project","sp1716","Hamaarag_Negev_Highlands_T2","","Highland Desert","Far","Camera Functioning","","No Bait","","Trail, game","Negev Highlands","","5","high","","21"
"d65512","T2_Paran Far 1","","","2018-09-12","2018-09-20","","","30.35346","35.13837","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Far","Camera Functioning","","No Bait","","Trail, game","Arid South","","10","high","","31"
"d65461","T2_Ezuz Far 4","","","2019-02-01","2019-02-14","","","30.78210","34.46781","False","p239","HaMaarag Project","sp1716","Hamaarag_Negev_Highlands_T2","","Highland Desert","Far","Camera Functioning","","No Bait","","Trail, game","Negev Highlands","","100","high","","25"
"d64876","T2_Yavneel Far 4","","","2018-09-12","2018-09-22","","","32.67906","35.51019","False","p239","HaMaarag Project","sp1710","HaMaarag_Herbaceous_and_Dwarf-Shrub_Vegetation_T2","","Grassland","Far","Camera Functioning","","No Bait","","Trail, game","Herbaceous","","5","high","","1"
"d65450","T2_Ezuz Near 2","","","2019-02-01","2019-02-14","","","30.79828","34.46508","False","p239","HaMaarag Project","sp1716","Hamaarag_Negev_Highlands_T2","","Highland Desert","Near","Camera Functioning","","No Bait","","Trail, game","Negev Highlands","","5","high","","21"
"d64875","T2_Yavneel Far 3","","","2018-09-12","2018-09-22","","","32.67960","35.51019","False","p239","HaMaarag Project","sp1710","HaMaarag_Herbaceous_and_Dwarf-Shrub_Vegetation_T2","","Grassland","Far","Camera Functioning","","No Bait","","Trail, game","Herbaceous","","7","high","","14"
"d65505","T2_Paran Near 3","","","2018-09-13","2018-09-13","","","30.38819","35.15997","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","","No Bait","","Trail, game","Arid South","","5","high","","13"
"d65455","T2_Ezuz Near 7","","","2019-02-01","2019-02-14","","","30.79652","34.46771","False","p239","HaMaarag Project","sp1716","Hamaarag_Negev_Highlands_T2","","Highland Desert","Near","Camera Functioning","","No Bait","","Trail, game","Negev Highlands","","3","high","","19"
"d65030","T2_Kerem Maharal Near 5","","","2017-08-11","2017-08-20","","","32.64460","34.99520","False","p239","HaMaarag Project","sp1712","Hamaarag_Mediterranean Maquis_Carmel_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Carmel","","5","high","","18"
"d65065","T2_Givat Yearim Near 4","","","2017-08-09","2017-08-09","","","31.78660","35.09450","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","My1"
"d65380","T2_Yeruham Near 4","","","2018-12-11","2018-12-22","","","30.98488","34.91393","False","p239","HaMaarag Project","sp1716","Hamaarag_Negev_Highlands_T2","","Highland Desert","Near","Camera Functioning","","No Bait","","Trail, game","Negev Highlands","","5","high","","25"
"d65390","T2_Yeruham Far 5","","","2018-12-11","2018-12-22","","","30.97759","34.89514","False","p239","HaMaarag Project","sp1716","Hamaarag_Negev_Highlands_T2","","Highland Desert","Far","Camera Functioning","","No Bait","","Trail, game","Negev Highlands","","10","high","","9"
"d65449","T2_Ezuz Near 1","","","2019-01-02","2019-01-15","","","30.79895","34.46467","False","p239","HaMaarag Project","sp1716","Hamaarag_Negev_Highlands_T2","","Highland Desert","Near","Camera Functioning","","No Bait","","Trail, game","Negev Highlands","","50","high","","37"
"d65493","T2_Lotan Near 9","","","2019-02-21","2019-03-05","","","29.97900","35.08486","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","","No Bait","","Trail, game","Arid South","","7","high","","15"
"d64881","T2_Yavneel Far 9","","","2018-09-12","2018-09-13","","","32.67767","35.51188","False","p239","HaMaarag Project","sp1710","HaMaarag_Herbaceous_and_Dwarf-Shrub_Vegetation_T2","","Grassland","Far","Camera Functioning","","No Bait","","Trail, game","Herbaceous","","40","high","","8"
"d65462","T2_Ezuz Far 5","","","2019-02-01","2019-02-14","","","30.78174","34.46845","False","p239","HaMaarag Project","sp1716","Hamaarag_Negev_Highlands_T2","","Highland Desert","Far","Camera Functioning","","No Bait","","Trail, game","Negev Highlands","","15","high","","12"
"d65451","T2_Ezuz Near 4","","","2019-02-01","2019-02-13","","","30.79744","34.46617","False","p239","HaMaarag Project","sp1716","Hamaarag_Negev_Highlands_T2","","Highland Desert","Near","Camera Functioning","","No Bait","","Trail, game","Negev Highlands","","10","high","","7"
"d65459","T2_Ezuz Far 2","","","2019-02-01","2019-02-14","","","30.78112","34.46584","False","p239","HaMaarag Project","sp1716","Hamaarag_Negev_Highlands_T2","","Highland Desert","Far","Camera Functioning","","No Bait","","Trail, game","Negev Highlands","","5","high","","15"
"d65463","T2_Ezuz Far 6","","","2019-02-01","2019-02-14","","","30.78154","34.46720","False","p239","HaMaarag Project","sp1716","Hamaarag_Negev_Highlands_T2","","Highland Desert","Far","Camera Functioning","","No Bait","","Trail, game","Negev Highlands","","2","high","","16"
"d64924","T2_Margaliot Near 7","","","2017-11-04","2017-11-04","","","33.21266","35.54124","False","p239","HaMaarag Project","sp1713","Hamaarag_Mediterranean Maquis_Galilee_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Galilee","","5","high","","15"
"d65465","T2_Ezuz Far 8","","","2019-02-01","2019-02-14","","","30.78290","34.46579","False","p239","HaMaarag Project","sp1716","Hamaarag_Negev_Highlands_T2","","Highland Desert","Far","Camera Functioning","","No Bait","","Trail, game","Negev Highlands","","5","high","","29"
"d64925","T2_Margaliot Near 8","","","2017-11-04","2017-11-14","","","33.21268","35.54079","False","p239","HaMaarag Project","sp1713","Hamaarag_Mediterranean Maquis_Galilee_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Galilee","","3","high","","9"
"d65496","T2_Lotan Far 3","","","2000-01-01","2000-01-01","","","30.01328","35.08432","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Far","Camera Functioning","","No Bait","","Trail, game","Arid South","","10","high","","21"
"d65458","T2_Ezuz Far 1","","","2019-02-01","2019-02-14","","","30.78174","34.46585","False","p239","HaMaarag Project","sp1716","Hamaarag_Negev_Highlands_T2","","Highland Desert","Far","Camera Functioning","","No Bait","","Trail, game","Negev Highlands","","30","high","","33"
